artist_names,track_name,source,peak_rank,weeks_on_chart,streams
Arijit Singh,Zaalima,Zee Music Company,78,124,2880442
Harshdeep Kaur,Zaalima,Zee Music Company,78,124,2880442
Arijit Singh,Zamaana Lage,T-Series,26,14,2652472
Pritam,Zamaana Lage,T-Series,26,14,2652472
Qaisar-Ul-Jafri,Zamaana Lage,T-Series,26,14,2652472
Sandeep Shrivastava,Zamaana Lage,T-Series,26,14,2652472
Shashwat Singh,Zamaana Lage,T-Series,26,14,2652472
Arijit Singh,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Pritam,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Qaisar-Ul-Jafri,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Sandeep Shrivastava,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
Shashwat Singh,"Zamaana Lage (From ""Metro ... In Dino"")",T-Series,50,3,2647074
KK,Zara Sa,Sony Music Entertainment India Pvt. Ltd.,33,140,2696702
Pritam,Zara Sa,Sony Music Entertainment India Pvt. Ltd.,33,140,2696702
Aparshakti Khurana,Zaroor,Sony Music India / Nine,13,64,1754494
Savi Kahlon,Zaroor,Sony Music India / Nine,13,64,1754494
Mithoon,Zaroorat,T-Series,129,12,1400059
Mustafa Zahid,Zaroorat,T-Series,129,12,1400059
Mustafa Zahid,"Zaroorat (From ""Ek Villain"")",T-Series,197,11,1560662
Chinmayi,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Shekhar Ravjiani,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Vishal-Shekhar,Zehnaseeb,Sony Music Entertainment India Pvt. Ltd.,167,7,1559627
Javed-Mohsin,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
Shreya Ghoshal,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
Vishal Mishra,Zihaal e Miskin,Universal Music India Pvt Ltd.,7,67,1430566
yung kai,blue,BMG Rights Management (US) LLC,33,32,3183311
JENNIE,like JENNIE,OA Entertainment/Columbia,181,11,1506338
Kendrick Lamar,luther (with sza),"pgLang, under exclusive license to Interscope Records",169,1,1374544
SZA,luther (with sza),"pgLang, under exclusive license to Interscope Records",169,1,1374544
